y,0,1,2,3,4
0,"[499, 507, 2026]","[802, 969, 2384]","[2244, 2180, 3453]","[499, 507, 2026]","[499, 507, 2026]"
1,"[3117, 3260, 327]","[3117, 3260, 327]","[3117, 3260, 327]","[3117, 3260, 327]","[3117, 3260, 327]"
0,"[903, 1329, 6663]","[1437, 2153, 6876]","[903, 1329, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]"
0,"[1139, 385, 1151]","[1139, 385, 1151]","[1139, 385, 1151]","[1139, 385, 1151]","[1981, 824, 1552]"
1,"[302, 536, 169]","[302, 536, 169]","[302, 536, 169]","[302, 536, 169]","[1341, 2185, 1175]"
0,"[1905, 1902, 6641]","[1905, 1902, 6641]","[789, 2517, 3784]","[1905, 1902, 6641]","[1905, 1902, 6641]"
0,"[1518, 1769, 1717]","[1518, 1769, 1717]","[1518, 1769, 1717]","[408, 785, 1289]","[1518, 1769, 1717]"
0,"[802, 969, 2384]","[2244, 2180, 3453]","[499, 507, 2026]","[499, 507, 2026]","[499, 507, 2026]"
0,"[5114, 3809, 4067]","[5114, 3809, 4067]","[5114, 3809, 4067]","[5652, 8417, 8009]","[5114, 3809, 4067]"
1,"[2634, 462, 515]","[2173, 187, 515]","[2634, 462, 515]","[2634, 462, 8060]","[2086, 324, 341]"
1,"[1139, 385, 1151]","[1139, 385, 1151]","[1139, 385, 1151]","[239, 54, 282]","[1139, 385, 1151]"
0,"[660, 642, 1591]","[1028, 1429, 2934]","[1028, 1429, 2934]","[660, 642, 1591]","[660, 642, 1591]"
0,"[55, 354, 424]","[462, 354, 424]","[462, 354, 424]","[462, 354, 424]","[2535, 3026, 2747]"
0,"[4471, 8279, 8025]","[4471, 7709, 7814]","[1797, 6699, 7015]","[4471, 7709, 7814]","[4471, 7709, 7814]"
1,"[1220, 1260, 840]","[1220, 1260, 840]","[1220, 1260, 840]","[1220, 1260, 840]","[1220, 1260, 840]"
0,"[785, 5944, 6504]","[8006, 9047, 5771]","[246, 5189, 5771]","[246, 5189, 5771]","[246, 5189, 5771]"
1,"[2634, 462, 515]","[2634, 462, 515]","[2634, 462, 515]","[2634, 462, 515]","[2634, 462, 515]"
0,"[2395, 472, 1433]","[2395, 472, 1433]","[1481, 117, 371]","[2395, 472, 1433]","[2395, 472, 322]"
1,"[927, 107, 8107]","[927, 107, 8107]","[927, 107, 2648]","[1282, 400, 3198]","[927, 107, 2648]"
0,"[248, 259, 333]","[248, 259, 333]","[154, 56, 110]","[248, 259, 333]","[248, 259, 333]"
1,"[3714, 3292, 1333]","[3714, 3292, 1333]","[3714, 3292, 1333]","[3714, 3292, 1333]","[3714, 3292, 1333]"
0,"[3318, 2047, 2446]","[1126, 269, 428]","[1126, 269, 428]","[1126, 269, 428]","[1126, 269, 428]"
0,"[606, 1568, 1068]","[1246, 1980, 1351]","[1246, 1980, 1351]","[1246, 1980, 1351]","[1246, 1980, 1351]"
0,"[7026, 3540, 3941]","[7026, 3540, 3941]","[7026, 3540, 3941]","[7539, 4952, 4977]","[7026, 3540, 3941]"
0,"[1987, 1954, 2554]","[1987, 1954, 2554]","[1987, 1954, 2554]","[1710, 1437, 1690]","[1987, 1954, 2554]"
0,"[821, 1255, 666]","[821, 1255, 666]","[821, 1255, 666]","[2325, 1839, 1332]","[821, 1255, 666]"
0,"[8643, 1329, 6663]","[8643, 1329, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]","[1437, 2153, 6876]"
1,"[1284, 2683, 320]","[1284, 2683, 320]","[1284, 2683, 320]","[1851, 3598, 1498]","[9047, 9047, 9047]"
0,"[1220, 1260, 840]","[2881, 3468, 2831]","[1220, 1260, 840]","[1220, 1146, 717]","[1220, 1640, 1055]"
1,"[499, 507, 2026]","[1861, 2127, 2026]","[2244, 2180, 3453]","[499, 507, 2026]","[499, 507, 2026]"
0,"[1283, 3113, 1455]","[2340, 4812, 3018]","[2340, 4812, 3018]","[2340, 4812, 3018]","[2340, 4812, 3018]"
0,"[4124, 2811, 1581]","[4124, 2811, 1581]","[4579, 3158, 2395]","[4124, 2811, 1581]","[4579, 3158, 2395]"
0,"[4832, 2580, 2929]","[4832, 2580, 2929]","[3843, 2192, 2561]","[3843, 2192, 4535]","[3843, 2192, 4535]"
0,"[7521, 7397, 4087]","[7521, 7397, 4087]","[7521, 7570, 4235]","[5971, 5954, 1149]","[7521, 7397, 4087]"
0,"[1684, 2633, 3453]","[1684, 2633, 1039]","[3341, 4230, 4662]","[1684, 2633, 3453]","[1684, 2633, 3453]"
1,"[840, 2369, 2410]","[840, 2369, 2410]","[1055, 1908, 2410]","[1055, 1908, 2410]","[1065, 1480, 2081]"
0,"[1545, 3903, 3597]","[1545, 3903, 3597]","[2383, 4779, 4506]","[1545, 3903, 3597]","[1545, 3903, 3597]"
0,"[2929, 2020, 2334]","[800, 381, 186]","[3115, 1098, 376]","[3115, 1098, 376]","[3115, 1098, 376]"
0,"[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 3198]","[8006, 8309, 2648]","[1282, 400, 3198]"
0,"[927, 107, 2648]","[927, 107, 2648]","[927, 9047, 9047]","[1504, 156, 3011]","[927, 107, 2648]"
0,"[217, 1588, 5464]","[217, 1588, 5464]","[217, 1588, 5464]","[217, 1588, 5464]","[116, 776, 5214]"
0,"[6130, 4370, 2337]","[4117, 1778, 1593]","[5049, 2683, 2337]","[4117, 1778, 1593]","[4117, 1778, 1593]"
0,"[5049, 2683, 2337]","[5049, 2683, 2337]","[5049, 2683, 2337]","[4117, 1778, 1593]","[5203, 3052, 1593]"
1,"[2734, 7144, 6858]","[2734, 7144, 6858]","[2734, 7144, 6858]","[2734, 7144, 6858]","[2734, 7144, 6858]"
0,"[1128, 288, 98]","[1128, 288, 98]","[761, 421, 154]","[1128, 288, 98]","[1128, 288, 98]"
0,"[1025, 49, 1968]","[1640, 96, 2494]","[1640, 96, 2494]","[1640, 96, 2494]","[1640, 96, 2494]"
0,"[7026, 3540, 3941]","[7026, 3540, 3941]","[7026, 3540, 3941]","[8788, 3540, 3941]","[7420, 5192, 5154]"
0,"[2573, 3504, 2995]","[2573, 3504, 2995]","[881, 1914, 1337]","[2573, 3504, 2995]","[2573, 3504, 2995]"
0,"[29, 111, 139]","[29, 111, 139]","[8111, 8256, 139]","[1058, 2196, 2544]","[29, 111, 139]"
0,"[2184, 1771, 8030]","[2184, 1771, 1470]","[2184, 1771, 1470]","[2184, 1771, 1470]","[2654, 1043, 853]"
0,"[429, 414, 400]","[1518, 1769, 1717]","[408, 785, 1289]","[1518, 1769, 1717]","[1518, 1769, 1717]"
0,"[1220, 1260, 840]","[1220, 1260, 840]","[1220, 1640, 1055]","[3575, 4381, 4081]","[1220, 1640, 1055]"
0,"[927, 8100, 8040]","[927, 107, 2648]","[1282, 400, 3198]","[1282, 400, 3198]","[1282, 400, 3198]"
0,"[4832, 2580, 2929]","[4832, 2580, 2929]","[4832, 2580, 2929]","[3843, 2192, 2561]","[4832, 2580, 2929]"
1,"[927, 107, 2648]","[9047, 9047, 9047]","[927, 107, 2648]","[927, 107, 8107]","[1282, 400, 3198]"
1,"[2592, 4279, 2183]","[2592, 4279, 2183]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]"
0,"[1649, 2274, 3388]","[1621, 1652, 2166]","[1649, 2274, 3388]","[1649, 8225, 8051]","[1649, 2274, 3388]"
1,"[82, 71, 457]","[82, 71, 457]","[1977, 2002, 3496]","[82, 71, 457]","[82, 71, 457]"
0,"[1545, 3903, 3597]","[2373, 4853, 4342]","[1545, 3903, 3597]","[1545, 3903, 3597]","[1545, 3903, 3597]"
0,"[777, 1646, 1472]","[713, 1129, 388]","[777, 1646, 1472]","[713, 1129, 388]","[713, 1129, 8720]"
1,"[4832, 2580, 2929]","[4832, 2580, 2929]","[4832, 2580, 2929]","[4832, 2580, 5357]","[4832, 2580, 2929]"
0,"[3001, 3306, 3816]","[3001, 3306, 3816]","[185, 515, 1109]","[3001, 3306, 3816]","[3001, 3306, 3816]"
0,"[3275, 2634, 462]","[3134, 2173, 187]","[3275, 2634, 462]","[3275, 2634, 462]","[3275, 2086, 324]"
1,"[7814, 6853, 2270]","[7814, 6853, 2270]","[7692, 6853, 2270]","[7814, 6853, 2270]","[6821, 4603, 490]"
0,"[107, 2648, 5437]","[107, 2648, 5437]","[670, 4055, 5913]","[107, 2648, 5437]","[107, 2648, 5437]"
1,"[1260, 840, 2369]","[1260, 840, 2369]","[1260, 840, 2369]","[1640, 1055, 1908]","[1146, 717, 2049]"
0,"[2369, 2410, 4051]","[2369, 2410, 4051]","[2369, 2410, 4051]","[2283, 1342, 2999]","[1908, 2410, 4051]"
0,"[5336, 5698, 4231]","[5336, 5698, 4231]","[5336, 5698, 4231]","[3097, 3468, 2375]","[5336, 5698, 4231]"
0,"[248, 259, 333]","[154, 56, 110]","[248, 259, 333]","[248, 259, 333]","[248, 259, 333]"
0,"[5114, 3809, 4067]","[5043, 4337, 4265]","[5114, 3809, 4067]","[5114, 3809, 3126]","[5114, 3809, 4067]"
1,"[703, 2858, 197]","[703, 2858, 197]","[703, 2858, 197]","[703, 2858, 197]","[703, 2858, 197]"
0,"[1260, 840, 2369]","[1260, 840, 2369]","[8120, 8207, 8548]","[1260, 8017, 8007]","[1146, 717, 2049]"
0,"[2929, 2020, 2334]","[2929, 2020, 2334]","[3115, 1098, 376]","[3115, 1098, 376]","[9047, 9047, 376]"
1,"[8338, 1571, 2265]","[2851, 1571, 2265]","[2851, 1571, 2265]","[2851, 1571, 2265]","[2155, 819, 893]"
0,"[1681, 489, 1209]","[846, 371, 753]","[1681, 489, 1209]","[1681, 458, 915]","[1681, 458, 915]"
0,"[4280, 3324, 4832]","[4280, 3324, 4832]","[5880, 4498, 6117]","[5880, 4498, 6117]","[4280, 3324, 4832]"
0,"[3744, 1638, 2226]","[4291, 1927, 3113]","[3744, 1638, 2226]","[3744, 1638, 2226]","[3744, 1638, 2226]"
0,"[4471, 7709, 7814]","[4471, 7709, 7814]","[4471, 7709, 7814]","[3094, 7115, 7145]","[4471, 7709, 7814]"
1,"[1584, 1372, 819]","[1584, 1372, 819]","[1584, 1372, 819]","[1584, 1372, 819]","[690, 191, 213]"
0,"[703, 2109, 305]","[703, 2109, 305]","[612, 1363, 22]","[703, 2109, 305]","[703, 2109, 305]"
0,"[2929, 2020, 2334]","[2929, 2020, 2334]","[2929, 2020, 2334]","[8340, 4004, 4213]","[4535, 4004, 4213]"
0,"[8008, 8016, 2183]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]"
1,"[1640, 96, 2494]","[1640, 96, 2494]","[1640, 96, 2494]","[1640, 96, 2494]","[774, 125, 2573]"
1,"[1282, 400, 3198]","[1282, 400, 3198]","[1282, 400, 3198]","[1282, 400, 3198]","[927, 107, 2648]"
1,"[1584, 1372, 819]","[1584, 1372, 8237]","[1584, 1372, 819]","[1584, 1372, 819]","[690, 191, 213]"
0,"[777, 1646, 1472]","[777, 1646, 1472]","[777, 1646, 1472]","[777, 1646, 1472]","[713, 1129, 388]"
0,"[8124, 1631, 1239]","[257, 1631, 1239]","[257, 1631, 1239]","[8015, 8224, 1239]","[2668, 3110, 3798]"
0,"[1518, 1769, 1717]","[706, 1173, 446]","[1518, 1769, 1717]","[1518, 1769, 1717]","[1518, 1769, 1717]"
0,"[1507, 462, 354]","[1507, 462, 354]","[1062, 130, 38]","[1507, 462, 354]","[1507, 462, 354]"
0,"[5103, 5166, 3208]","[4114, 3425, 679]","[4114, 3425, 679]","[4114, 3425, 679]","[4114, 3425, 679]"
0,"[976, 2648, 5437]","[976, 2648, 5437]","[976, 2648, 5437]","[976, 2648, 5437]","[2319, 4055, 5913]"
0,"[2340, 4812, 3018]","[1283, 3113, 1455]","[2002, 3496, 3018]","[2340, 4812, 3018]","[2340, 4812, 3018]"
1,"[3918, 4610, 4293]","[3918, 4610, 4293]","[3918, 4610, 4293]","[3918, 4610, 4293]","[3865, 5000, 5026]"
0,"[7397, 4087, 1068]","[7397, 4511, 1657]","[7570, 4235, 1692]","[7397, 4087, 9047]","[7397, 4087, 9047]"
1,"[1165, 329, 456]","[1165, 329, 456]","[1165, 329, 456]","[1165, 329, 456]","[516, 67, 26]"
0,"[331, 633, 1450]","[588, 633, 1450]","[331, 633, 1450]","[1631, 2122, 2985]","[1631, 2122, 2985]"
0,"[903, 1329, 6663]","[903, 1329, 6663]","[8022, 8467, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]"
0,"[7521, 7397, 4087]","[7521, 7397, 4087]","[5761, 5697, 1006]","[7521, 7397, 4087]","[7521, 7397, 4087]"
1,"[1035, 4755, 2635]","[1035, 4755, 2635]","[1035, 4755, 2635]","[1035, 4755, 2635]","[1035, 4755, 2635]"
0,"[4867, 2152, 4102]","[4867, 2152, 4102]","[6512, 4677, 5140]","[4867, 2152, 4102]","[4867, 2152, 4102]"
0,"[2842, 3723, 3275]","[4643, 4894, 4611]","[2842, 3723, 3275]","[2842, 3723, 3275]","[2842, 3723, 3275]"
0,"[2992, 1920, 1947]","[2068, 911, 1550]","[2992, 1920, 1947]","[2992, 1920, 1947]","[2992, 1920, 1947]"
0,"[2147, 2177, 1049]","[2122, 1894, 990]","[2147, 2177, 1049]","[2147, 2177, 1049]","[2147, 2177, 1049]"
0,"[363, 1317, 427]","[1398, 2454, 1827]","[363, 1317, 427]","[363, 1317, 427]","[363, 1317, 427]"
1,"[496, 629, 1684]","[496, 629, 1684]","[496, 629, 3341]","[496, 629, 1684]","[2684, 3866, 4736]"
1,"[1989, 2463, 4697]","[1989, 2463, 4697]","[1989, 2463, 4697]","[1989, 2463, 4697]","[1989, 2463, 4697]"
0,"[7397, 4087, 1068]","[7397, 4087, 1068]","[7570, 4235, 1692]","[7397, 4087, 8300]","[4118, 4087, 9047]"
1,"[677, 1904, 6861]","[677, 1904, 6861]","[677, 1904, 6861]","[677, 1904, 6861]","[425, 1021, 6305]"
1,"[2573, 3504, 2995]","[2573, 3504, 2995]","[881, 1914, 1337]","[2573, 3504, 2995]","[237, 278, 557]"
1,"[2929, 2020, 2334]","[2929, 2020, 2334]","[3115, 1098, 376]","[3115, 1098, 376]","[2929, 2020, 2334]"
1,"[2702, 1314, 1538]","[2702, 1314, 1538]","[5053, 3628, 1538]","[2702, 1314, 1538]","[1201, 503, 773]"
0,"[1348, 460, 3938]","[1348, 460, 3938]","[1348, 460, 3938]","[2011, 1026, 4986]","[1348, 460, 3938]"
1,"[1361, 276, 668]","[1361, 276, 668]","[1361, 276, 668]","[1361, 276, 668]","[1624, 320, 374]"
0,"[402, 568, 224]","[402, 568, 224]","[647, 1064, 775]","[402, 568, 224]","[402, 568, 224]"
0,"[1859, 1233, 512]","[1859, 1233, 512]","[1859, 1233, 512]","[1859, 8514, 8291]","[3163, 2822, 2109]"
1,"[1220, 1260, 840]","[1220, 1260, 840]","[1220, 1640, 1055]","[1220, 1640, 1055]","[3575, 4381, 4081]"
0,"[1768, 4670, 3117]","[3798, 6714, 5731]","[1768, 4670, 3117]","[1768, 4670, 3117]","[1768, 4670, 3117]"
1,"[389, 1533, 6309]","[389, 1533, 6309]","[389, 1533, 6309]","[389, 1533, 6309]","[998, 2923, 6779]"
0,"[4832, 2580, 2929]","[4832, 2580, 8135]","[4832, 2580, 5357]","[4832, 2580, 3115]","[3843, 2192, 4535]"
0,"[3653, 2491, 1531]","[3653, 2491, 1531]","[2906, 2053, 1034]","[3653, 2491, 1531]","[3653, 2491, 1531]"
0,"[1507, 462, 354]","[1507, 462, 354]","[1507, 462, 354]","[1062, 130, 38]","[8117, 8034, 354]"
0,"[660, 642, 1591]","[660, 642, 1591]","[660, 642, 1591]","[1255, 1213, 2117]","[660, 642, 1591]"
1,"[5226, 530, 289]","[5226, 530, 289]","[5226, 530, 289]","[5226, 530, 289]","[6864, 3413, 3066]"
0,"[1260, 840, 2369]","[1260, 8017, 8007]","[1260, 840, 2369]","[1640, 1055, 1908]","[1640, 1055, 1908]"
0,"[5725, 6527, 7287]","[5725, 6527, 7287]","[2998, 3878, 4069]","[5725, 6527, 7287]","[5725, 6527, 7287]"
0,"[3625, 5098, 3550]","[1284, 2683, 320]","[1851, 3598, 1498]","[1851, 3598, 1498]","[1851, 3598, 1498]"
0,"[7397, 4087, 1068]","[7570, 4235, 1692]","[7397, 4087, 8300]","[7397, 4087, 9047]","[7397, 4087, 8300]"
0,"[489, 1209, 3761]","[489, 1209, 3761]","[139, 398, 1632]","[489, 1209, 3761]","[489, 1209, 3761]"
0,"[257, 1631, 1239]","[8124, 1631, 1239]","[257, 1631, 1239]","[8015, 8146, 8056]","[2668, 3110, 3798]"
1,"[1630, 3091, 1145]","[1630, 3091, 1145]","[1630, 3091, 1145]","[1630, 3091, 1145]","[1630, 3091, 1145]"
1,"[2274, 1361, 276]","[2274, 1361, 276]","[2274, 1361, 276]","[2274, 1361, 276]","[4476, 3783, 3027]"
1,"[5080, 7018, 4320]","[5080, 7018, 4320]","[5080, 7018, 4320]","[5080, 7018, 4320]","[4699, 6347, 3825]"
1,"[1329, 6663, 7213]","[1329, 6663, 7213]","[1329, 6663, 7213]","[2153, 6876, 7213]","[883, 5739, 6211]"
0,"[2592, 4279, 2183]","[2592, 4279, 2183]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]"
1,"[2079, 4465, 363]","[2079, 4465, 363]","[2079, 4465, 363]","[8019, 8294, 363]","[2340, 4449, 753]"
0,"[1035, 4755, 2635]","[1841, 5740, 4266]","[1035, 4755, 2635]","[1035, 4755, 2635]","[1035, 4755, 2635]"
1,"[6527, 7287, 1734]","[6527, 7287, 1734]","[6527, 7287, 1734]","[6527, 7287, 1734]","[6273, 7009, 2128]"
0,"[787, 703, 2858]","[336, 226, 1759]","[336, 226, 1759]","[336, 226, 1759]","[336, 226, 1759]"
0,"[1284, 2683, 320]","[1851, 3598, 1498]","[1284, 2683, 320]","[1851, 3598, 1498]","[1284, 2683, 320]"
0,"[1030, 79, 183]","[681, 132, 61]","[681, 132, 61]","[681, 132, 61]","[681, 132, 61]"
1,"[3114, 1782, 2679]","[3114, 1782, 2679]","[3114, 1782, 2679]","[3114, 1782, 2679]","[2817, 1270, 3154]"
1,"[927, 107, 2648]","[927, 107, 2648]","[927, 107, 2648]","[8105, 8334, 3198]","[1282, 400, 3198]"
0,"[2079, 4465, 363]","[2079, 4465, 363]","[2079, 4465, 363]","[2340, 4449, 753]","[2079, 4465, 363]"
1,"[2664, 1700, 3106]","[2664, 1700, 3106]","[2664, 1700, 3106]","[2664, 1700, 3106]","[4986, 4454, 5542]"
1,"[1987, 1063, 1342]","[1987, 1063, 1342]","[1987, 1063, 1342]","[1987, 1063, 1342]","[1746, 733, 1531]"
1,"[927, 107, 2648]","[1282, 400, 3198]","[1282, 400, 3198]","[1282, 400, 3198]","[1282, 400, 3198]"
1,"[1151, 496, 629]","[1151, 496, 629]","[1151, 496, 629]","[1151, 496, 629]","[1151, 496, 629]"
0,"[7397, 4087, 1068]","[7397, 4087, 1068]","[7570, 4235, 1692]","[8795, 4087, 9047]","[7397, 4087, 9047]"
0,"[217, 1588, 5464]","[116, 776, 5214]","[217, 1588, 5464]","[217, 1588, 5464]","[116, 776, 5214]"
0,"[8022, 8467, 6663]","[903, 1329, 6663]","[1437, 2153, 6876]","[903, 1329, 6663]","[1437, 2153, 6876]"
0,"[5620, 1669, 3716]","[3464, 479, 2849]","[3464, 479, 2849]","[3464, 479, 2849]","[3464, 479, 2849]"
0,"[128, 371, 625]","[515, 489, 1409]","[515, 489, 1409]","[515, 489, 1409]","[515, 489, 1409]"
1,"[903, 1329, 6663]","[903, 1329, 6663]","[903, 1329, 6663]","[903, 1329, 6663]","[1253, 1951, 6914]"
1,"[4832, 2580, 2929]","[4832, 2580, 2929]","[4832, 2580, 5357]","[4832, 2580, 2929]","[4832, 2580, 2929]"
0,"[2463, 4697, 1768]","[2463, 4697, 1768]","[2463, 4697, 1768]","[1871, 3950, 827]","[2463, 4697, 1768]"
0,"[3816, 2622, 1759]","[3794, 2624, 1149]","[3816, 2622, 1759]","[3816, 2622, 1759]","[3816, 2622, 1759]"
0,"[32, 60, 4]","[32, 60, 4]","[312, 437, 61]","[32, 60, 4]","[32, 60, 4]"
0,"[1220, 1260, 840]","[1220, 1260, 1366]","[1220, 1260, 840]","[1220, 1260, 840]","[3575, 3714, 4080]"
0,"[2592, 8638, 8001]","[2592, 3595, 2025]","[4891, 4899, 3301]","[4891, 4899, 3301]","[4891, 4899, 3301]"
0,"[1220, 1260, 840]","[2881, 3468, 2831]","[1220, 1640, 1055]","[1220, 8030, 8519]","[1220, 1146, 717]"
0,"[8124, 1631, 1239]","[257, 1631, 1239]","[257, 1631, 1239]","[8124, 1631, 8406]","[2668, 3110, 3798]"
0,"[1437, 2153, 6876]","[8477, 8467, 6663]","[1437, 2153, 6876]","[2727, 3487, 6876]","[2727, 3487, 6876]"
0,"[2325, 1839, 1094]","[1372, 819, 8]","[1372, 819, 8]","[2392, 2356, 8]","[1372, 819, 8]"
0,"[4076, 4871, 4079]","[2799, 4362, 2184]","[2799, 4362, 2184]","[2799, 4362, 2184]","[2799, 4362, 2184]"
0,"[4471, 7709, 7814]","[4471, 7709, 7814]","[1797, 6699, 7015]","[4471, 7709, 6821]","[4471, 7709, 7814]"
0,"[660, 95, 70]","[760, 367, 495]","[660, 95, 70]","[660, 95, 70]","[660, 95, 70]"
0,"[927, 107, 2648]","[1282, 9047, 9047]","[1282, 400, 3198]","[927, 107, 2648]","[1282, 400, 3198]"
1,"[1717, 1165, 329]","[1717, 1165, 329]","[1717, 1165, 329]","[1717, 1165, 329]","[2442, 1028, 478]"
0,"[1220, 1260, 840]","[8008, 8012, 840]","[1220, 1260, 840]","[1220, 1260, 840]","[3575, 3714, 4080]"
0,"[2592, 4279, 2183]","[2592, 4279, 2183]","[8008, 8016, 2183]","[4891, 4899, 3301]","[2592, 4279, 2183]"
0,"[903, 1329, 6663]","[8477, 8467, 6663]","[903, 1329, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]"
0,"[4280, 3324, 4832]","[5880, 4498, 6117]","[4280, 3324, 4832]","[5880, 4498, 6117]","[5880, 4498, 6117]"
0,"[903, 1329, 6663]","[903, 1329, 6663]","[903, 1329, 6663]","[8643, 1329, 6663]","[1437, 2153, 6876]"
1,"[5791, 3763, 1236]","[5791, 3763, 1236]","[5791, 3763, 1236]","[5791, 3763, 3655]","[5791, 3763, 1236]"
1,"[976, 2648, 5437]","[976, 2648, 5437]","[976, 2648, 5437]","[976, 2648, 5437]","[976, 2648, 5437]"
0,"[489, 1209, 3761]","[489, 1209, 3761]","[8002, 8228, 8267]","[458, 915, 2968]","[458, 915, 2968]"
1,"[5437, 7046, 6282]","[5437, 7046, 6282]","[5437, 7046, 6282]","[5437, 7046, 6282]","[9047, 7114, 6951]"
0,"[496, 629, 1684]","[496, 629, 1684]","[496, 629, 3341]","[2684, 3866, 4736]","[496, 629, 1684]"
1,"[8195, 8528, 4280]","[8195, 8528, 4280]","[8887, 4900, 4280]","[4705, 4900, 4280]","[4705, 4900, 4280]"
1,"[3153, 4117, 1778]","[3153, 4117, 1778]","[3153, 4117, 1778]","[3153, 4117, 1778]","[4845, 5203, 3052]"
0,"[7397, 4087, 1068]","[6619, 1759, 1068]","[7570, 4235, 9047]","[7397, 4087, 9047]","[7397, 4087, 9047]"
0,"[1209, 3761, 3620]","[2203, 3417, 3551]","[1209, 3761, 3620]","[1209, 3761, 3620]","[1209, 3761, 3620]"
0,"[8015, 8497, 257]","[4285, 8135, 8056]","[4285, 2197, 257]","[4285, 2197, 257]","[4842, 3853, 2668]"
0,"[927, 107, 2648]","[927, 107, 2648]","[1282, 9047, 9047]","[927, 107, 2648]","[1282, 400, 3198]"
0,"[7397, 4087, 9047]","[7570, 4235, 1692]","[7397, 4087, 8300]","[7397, 4087, 9047]","[7397, 4087, 9047]"
0,"[945, 674, 6576]","[1503, 2019, 8162]","[1503, 2019, 6724]","[1503, 2019, 6724]","[1503, 2019, 6724]"
1,"[2929, 2020, 2334]","[2929, 2020, 2334]","[5357, 4004, 4213]","[2929, 2020, 2334]","[5357, 4004, 4213]"
0,"[1646, 1472, 1184]","[1994, 2383, 2304]","[1646, 1472, 1184]","[1646, 1472, 1184]","[1646, 1472, 1184]"
1,"[1378, 366, 352]","[1378, 366, 352]","[1378, 366, 352]","[1378, 366, 525]","[1378, 366, 352]"
1,"[3153, 4117, 1778]","[3153, 4117, 1778]","[3153, 5049, 2683]","[3153, 4117, 1778]","[4845, 5203, 3052]"
0,"[4124, 2811, 1581]","[4579, 3158, 2395]","[4579, 3158, 2395]","[4124, 2811, 1581]","[4124, 2811, 1581]"
0,"[82, 71, 457]","[82, 71, 457]","[1008, 738, 2156]","[82, 71, 457]","[82, 71, 457]"
1,"[627, 210, 329]","[627, 210, 8560]","[8055, 210, 329]","[627, 210, 329]","[627, 210, 329]"
0,"[2679, 1677, 1661]","[2679, 1677, 1661]","[3499, 3348, 4039]","[2679, 1677, 1661]","[2679, 1677, 1661]"
0,"[3709, 2702, 1314]","[3709, 2702, 1314]","[3709, 2702, 1314]","[2886, 1393, 1117]","[3709, 2702, 1314]"
0,"[8022, 8467, 6663]","[8643, 1329, 6663]","[1437, 2153, 6876]","[8419, 8729, 6876]","[2727, 3487, 6876]"
0,"[3257, 7606, 7692]","[4471, 7709, 7814]","[1797, 6699, 7015]","[4471, 7709, 7814]","[4471, 7709, 7814]"
1,"[1236, 1504, 55]","[1236, 1504, 55]","[1236, 1504, 8074]","[1236, 1504, 55]","[3655, 3679, 1376]"
0,"[3485, 2160, 976]","[3485, 2160, 976]","[3485, 2160, 976]","[1723, 406, 107]","[3485, 2160, 976]"
0,"[830, 2176, 2658]","[830, 2176, 2658]","[830, 2176, 2658]","[493, 2925, 3665]","[830, 2176, 2658]"
0,"[1182, 223, 1787]","[1182, 223, 1787]","[1182, 223, 1787]","[600, 233, 2034]","[1182, 223, 1787]"
0,"[3256, 2217, 1477]","[3256, 2217, 1477]","[3256, 2217, 1477]","[3937, 2839, 3096]","[3256, 2217, 1477]"
0,"[8367, 8887, 4738]","[2664, 4093, 4738]","[2664, 4093, 4738]","[2664, 4093, 4738]","[3648, 5058, 5770]"
0,"[1533, 6309, 6584]","[179, 4295, 5780]","[1533, 6309, 6584]","[1533, 6309, 6584]","[1533, 6309, 6584]"
0,"[2152, 4102, 1359]","[2152, 4102, 1359]","[3480, 5076, 2439]","[2152, 4102, 1359]","[2152, 4102, 1359]"
1,"[6858, 7083, 3506]","[6858, 7083, 3506]","[6858, 7083, 3506]","[6858, 7083, 3506]","[5924, 6364, 1042]"
0,"[8022, 8207, 9047]","[8022, 8467, 6663]","[1437, 2153, 6876]","[1437, 2153, 6876]","[1437, 2153, 6876]"
1,"[2102, 1646, 6367]","[2102, 1646, 6367]","[8022, 8853, 6367]","[2102, 1646, 6367]","[2102, 1646, 6367]"
1,"[1128, 288, 98]","[1128, 288, 98]","[1128, 288, 98]","[1128, 288, 98]","[1128, 288, 98]"
1,"[6645, 4597, 3717]","[6645, 4597, 3717]","[6645, 4597, 3717]","[6645, 4597, 3717]","[5972, 1722, 1495]"
0,"[823, 1640, 96]","[3416, 4381, 2687]","[823, 1640, 96]","[823, 1640, 96]","[823, 1640, 96]"
1,"[1841, 3079, 373]","[1841, 3079, 373]","[1841, 3079, 373]","[1841, 3079, 373]","[540, 788, 89]"
0,"[927, 107, 2648]","[927, 107, 2648]","[1282, 400, 3198]","[927, 9047, 9047]","[1282, 400, 3198]"
0,"[1220, 1260, 840]","[1220, 1260, 840]","[3575, 3714, 2905]","[1220, 1640, 1055]","[1220, 1640, 1055]"
